Two Theta (degrees),Intensity
0.49810044231036454,3.9511492
0.5356053990953532,3.5514784
0.5731103558803419,3.2511206
0.6106153126653305,3.915325
0.6481202694503192,4.0784125
0.6856252262353079,3.5211892
0.7231301830202966,3.3040576
0.7606351398052853,3.4378405
0.798140096590274,3.515909
0.8356450533752626,3.3359153
0.8731500101602513,3.4651372
0.91065496694524,4.0144835
0.9481599237302286,3.715688
0.9856648805152174,3.2875583
1.023169837300206,3.4224243
1.0606747940851946,3.5590763
1.0981797508701834,3.3191748
1.135684707655172,3.1171367
1.1731896644401607,2.9110901
1.2106946212251493,2.9483047
1.248199578010138,3.2329695
1.2857045347951266,3.177597
1.3232094915801154,3.0974083
1.3607144483651041,3.228797
1.3982194051500927,3.3888142
1.4357243619350815,3.5764923
1.47322931872007,3.7064059
1.510734275505059,3.5464458
1.5482392322900473,3.3471599
1.5857441890750363,3.3233392
1.6232491458600247,3.4270515
1.6607541026450137,3.5300565
1.698259059430002,3.494658
1.735764016214991,3.659507
1.7732689729999793,5.116864
1.8107739297849683,9.681388
1.8482788865699566,15.536603
1.8857838433549456,20.623043
1.923288800139934,23.588148
1.960793756924923,26.416065
1.9982987137099113,29.766695
2.0358036704949,32.43219
2.073308627279889,35.43909
2.1108135840648776,39.627182
2.148318540849866,42.955444
2.1858234976348547,46.230354
2.2233284544198435,49.72965
2.2608334112048323,52.59631
2.298338367989821,56.382725
2.33584332477481,59.925793
2.3733482815597986,62.284378
2.410853238344787,64.66318
2.4483581951297757,67.24205
2.4858631519147645,69.97677
2.5233681086997533,73.44798
2.5608730654847416,76.22225
2.5983780222697304,79.54562
2.635882979054719,82.13192
2.673387935839708,84.41202
2.7108928926246962,85.62159
2.748397849409685,86.075134
2.785902806194674,86.64852
2.8234077629796626,86.48612
2.860912719764651,86.988594
2.8984176765496397,87.093704
2.935922633334629,86.97872
2.973427590119617,86.999115
3.010932546904606,87.311226
3.0484375036895943,88.24978
3.0859424604745835,89.102516
3.123447417259572,89.33045
3.1609523740445606,89.30111
3.1984573308295494,89.167816
3.235962287614538,89.65624
3.2734672443995265,90.46186
3.3109722011845153,91.171646
3.348477157969504,91.28397
3.385982114754493,91.97189
3.423487071539481,93.421715
3.46099202832447,94.60504
3.4984969851094587,94.89602
3.5360019418944475,95.03856
3.573506898679436,95.07824
3.611011855464424,95.32322
3.648516812249413,95.64695
3.686021769034402,96.54838
3.7235267258193905,97.71268
3.7610316826043793,98.15003
3.7985366393893676,98.28021
3.836041596174357,99.937195
3.873546552959345,101.70513
3.911051509744334,102.515976
3.9485564665293222,103.69161
3.9860614233143115,104.45154
4.0235663800993,105.64297
4.061071336884289,107.455635
4.098576293669278,109.04343
4.136081250454266,111.58816
4.173586207239254,112.832634
4.211091164024244,114.05532
4.248596120809232,116.094696
4.286101077594221,117.935234
4.3236060343792095,119.14823
4.361110991164199,119.88909
4.398615947949187,120.41305
4.436120904734175,121.16432
4.473625861519164,123.28793
4.511130818304153,125.39269
4.548635775089141,126.6777
4.5861407318741305,128.8667
4.623645688659119,131.02321
4.661150645444108,132.50604
