gamma  mean  std
-1.794999999701976776e+02 0.000000000000000000e+00 0.000000000000000000e+00
-1.784999999105930328e+02 5.504573822021484375e+01 2.179163455963134766e+00
-1.774999998509883881e+02 5.642528533935546875e+01 1.397925734519958496e+00
-1.764999997913837433e+02 5.724665832519531250e+01 2.262874603271484375e+00
-1.754999997317790985e+02 5.693083953857421875e+01 1.950125694274902344e+00
-1.744999996721744253e+02 5.783648300170898438e+01 3.185811042785644531e+00
-1.734999996125698090e+02 5.779685211181640625e+01 2.133915424346923828e+00
-1.724999995529651642e+02 5.799758148193359375e+01 2.851329326629638672e+00
-1.714999994933605194e+02 5.823350143432617188e+01 3.230471372604370117e+00
-1.704999994337558746e+02 5.884975433349609375e+01 2.267612457275390625e+00
-1.694999993741512299e+02 5.986810684204101562e+01 4.129727363586425781e+00
-1.684999993145465851e+02 6.212440872192382812e+01 4.224542140960693359e+00
-1.674999992549419403e+02 6.346555709838867188e+01 6.211832046508789062e+00
-1.664999991953372955e+02 6.404979705810546875e+01 5.254940986633300781e+00
-1.654999991357326508e+02 6.563136291503906250e+01 6.383110523223876953e+00
-1.644999990761280060e+02 6.878978729248046875e+01 1.012824535369873047e+01
-1.634999990165233612e+02 7.727811431884765625e+01 2.118085861206054688e+01
-1.624999989569187164e+02 8.250623321533203125e+01 2.810899543762207031e+01
-1.614999988973140717e+02 8.209906768798828125e+01 2.559859275817871094e+01
-1.604999988377094269e+02 7.335796356201171875e+01 1.711628532409667969e+01
-1.594999987781047821e+02 6.573901367187500000e+01 8.031766891479492188e+00
-1.584999987185001373e+02 6.090217590332031250e+01 3.655004024505615234e+00
-1.574999986588954926e+02 6.007912445068359375e+01 3.376004457473754883e+00
-1.564999985992908478e+02 5.955812072753906250e+01 2.466812133789062500e+00
-1.554999985396862030e+02 5.995288467407226562e+01 4.143491744995117188e+00
-1.544999984800815582e+02 6.055941390991210938e+01 4.980943679809570312e+00
-1.534999984204769135e+02 5.932682418823242188e+01 3.229119777679443359e+00
