2theta Intensity
5.952139160268129503e-01 4.779681205749511719e+00
6.015387680369312928e-01 4.463560104370117188e+00
6.078636200470497464e-01 4.457630157470703125e+00
6.141884720571680889e-01 3.902470111846923828e+00
6.205133240672864314e-01 3.902470111846923828e+00
6.268381760774048850e-01 3.902470111846923828e+00
6.331630280875232275e-01 3.902470111846923828e+00
6.394878800976415700e-01 3.729762077331542969e+00
6.458127321077600236e-01 3.208887100219726562e+00
6.521375841178783661e-01 3.208887100219726562e+00
6.584624361279967086e-01 3.208887100219726562e+00
6.647872881381151622e-01 3.208887100219726562e+00
6.711121401482335047e-01 3.208887100219726562e+00
6.774369921583518472e-01 2.901857376098632812e+00
6.837618441684703008e-01 2.679755449295043945e+00
6.900866961785886433e-01 2.266484498977661133e+00
6.964115481887069858e-01 1.833580493927001953e+00
7.027364001988254394e-01 1.755481004714965820e+00
7.090612522089437819e-01 1.554672598838806152e+00
7.153861042190621244e-01 1.554672598838806152e+00
7.217109562291805780e-01 1.554672598838806152e+00
7.280358082392989205e-01 1.653765916824340820e+00
7.343606602494172630e-01 1.707848072052001953e+00
7.406855122595356056e-01 1.724018573760986328e+00
7.470103642696540591e-01 1.724018573760986328e+00
7.533352162797724016e-01 1.724018573760986328e+00
7.596600682898907442e-01 1.705673575401306152e+00
7.659849203000091977e-01 1.710523962974548340e+00
7.723097723101275403e-01 1.835313200950622559e+00
7.786346243202458828e-01 1.835313200950622559e+00
7.849594763303642253e-01 1.676011204719543457e+00
7.912843283404826789e-01 1.633807182312011719e+00
7.976091803506010214e-01 1.452001690864562988e+00
8.039340323607193639e-01 1.363482475280761719e+00
8.102588843708378175e-01 1.542294859886169434e+00
8.165837363809561600e-01 1.546818614006042480e+00
8.229085883910745025e-01 1.751154065132141113e+00
8.292334404011929561e-01 1.758459568023681641e+00
8.355582924113112986e-01 1.758459568023681641e+00
8.418831444214296411e-01 1.758459568023681641e+00
8.482079964315480947e-01 1.779990315437316895e+00
8.545328484416664372e-01 1.902431368827819824e+00
8.608577004517847797e-01 1.866116166114807129e+00
8.671825524619032333e-01 1.852352023124694824e+00
8.735074044720215758e-01 1.852244615554809570e+00
8.798322564821399183e-01 1.646080732345581055e+00
8.861571084922583719e-01 1.627071380615234375e+00
8.924819605023767144e-01 1.804453849792480469e+00
8.988068125124950569e-01 1.784424066543579102e+00
9.051316645226135105e-01 1.784424066543579102e+00
9.114565165327318530e-01 1.889511346817016602e+00
9.177813685428501955e-01 1.957845330238342285e+00
9.241062205529686491e-01 1.959967732429504395e+00
9.304310725630869916e-01 2.054833889007568359e+00
9.367559245732053341e-01 2.142880201339721680e+00
9.430807765833237877e-01 2.080927848815917969e+00
9.494056285934421302e-01 2.094608783721923828e+00
9.557304806035604727e-01 2.094608783721923828e+00
9.620553326136789263e-01 2.094608783721923828e+00
9.683801846237972688e-01 2.094608783721923828e+00
9.747050366339156113e-01 1.987614870071411133e+00
9.810298886440340649e-01 2.051864624023437500e+00
9.873547406541524074e-01 2.070516824722290039e+00
9.936795926642707499e-01 2.015880107879638672e+00
1.000004444674389203e+00 2.009758234024047852e+00
1.006329296684507657e+00 2.022207498550415039e+00
1.012654148694625889e+00 2.021818161010742188e+00
1.018979000704744342e+00 2.021797180175781250e+00
1.025303852714862796e+00 2.066842317581176758e+00
1.031628704724981027e+00 1.972132086753845215e+00
1.037953556735099481e+00 1.935599088668823242e+00
1.044278408745217712e+00 1.935599088668823242e+00
1.050603260755336166e+00 1.932174205780029297e+00
1.056928112765454619e+00 1.847565889358520508e+00
1.063252964775572851e+00 1.649987339973449707e+00
1.069577816785691304e+00 1.522747635841369629e+00
1.075902668795809758e+00 1.590666890144348145e+00
1.082227520805927989e+00 1.636572003364562988e+00
1.088552372816046443e+00 1.619923114776611328e+00
1.094877224826164896e+00 1.604371666908264160e+00
1.101202076836283350e+00 1.581548571586608887e+00
1.107526928846401582e+00 1.536414265632629395e+00
1.113851780856519813e+00 1.514678239822387695e+00
1.120176632866638489e+00 1.488403081893920898e+00
1.126501484876756720e+00 1.452438592910766602e+00
1.132826336886874952e+00 1.389974594116210938e+00
1.139151188896993627e+00 1.371807813644409180e+00
1.145476040907111859e+00 1.341073989868164062e+00
1.151800892917230090e+00 1.385006308555603027e+00
1.158125744927348766e+00 1.446049094200134277e+00
1.164450596937466997e+00 1.578349113464355469e+00
1.170775448947585229e+00 1.635374665260314941e+00
1.177100300957703682e+00 1.650976896286010742e+00
1.183425152967822136e+00 1.674782752990722656e+00
1.189750004977940367e+00 1.859060168266296387e+00
1.196074856988058821e+00 1.913075089454650879e+00
1.202399708998177275e+00 1.970869421958923340e+00
1.208724561008295506e+00 1.974899888038635254e+00
1.215049413018413960e+00 1.942996740341186523e+00
1.221374265028532413e+00 1.927136898040771484e+00
1.227699117038650645e+00 1.910571098327636719e+00
1.234023969048769098e+00 1.889229655265808105e+00
1.240348821058887552e+00 1.945307970046997070e+00
1.246673673069005783e+00 1.976106166839599609e+00
1.252998525079124237e+00 1.975385546684265137e+00
1.259323377089242690e+00 1.911520242691040039e+00
1.265648229099360922e+00 1.993881106376647949e+00
1.271973081109479375e+00 2.053008794784545898e+00
1.278297933119597829e+00 2.001359939575195312e+00
1.284622785129716060e+00 2.051004886627197266e+00
1.290947637139834514e+00 2.091150760650634766e+00
1.297272489149952968e+00 1.995091438293457031e+00
1.303597341160071199e+00 1.962912082672119141e+00
1.309922193170189653e+00 1.983388066291809082e+00
1.316247045180308106e+00 2.106138944625854492e+00
1.322571897190426338e+00 2.080860614776611328e+00
1.328896749200544791e+00 2.096332073211669922e+00
1.335221601210663245e+00 2.021817922592163086e+00
1.341546453220781476e+00 1.972424745559692383e+00
1.347871305230899930e+00 1.987294077873229980e+00
1.354196157241018383e+00 2.027511119842529297e+00
1.360521009251136615e+00 2.069248914718627930e+00
1.366845861261255068e+00 2.072655916213989258e+00
1.373170713271373522e+00 2.121057510375976562e+00
1.379495565281491753e+00 2.140520095825195312e+00
1.385820417291610207e+00 2.167557477951049805e+00
1.392145269301728661e+00 2.186269521713256836e+00
1.398470121311846892e+00 2.082749605178833008e+00
1.404794973321965346e+00 2.045441627502441406e+00
1.411119825332083799e+00 2.110239744186401367e+00
1.417444677342202031e+00 2.079181194305419922e+00
1.423769529352320484e+00 2.076004743576049805e+00
1.430094381362438938e+00 2.129172801971435547e+00
1.436419233372557169e+00 2.129172801971435547e+00
1.442744085382675623e+00 2.034466028213500977e+00
1.449068937392794076e+00 1.800172924995422363e+00
1.455393789402912308e+00 1.793206810951232910e+00
1.461718641413030761e+00 1.741984128952026367e+00
1.468043493423149215e+00 1.677747368812561035e+00
1.474368345433267447e+00 1.672578692436218262e+00
1.480693197443385900e+00 1.689857482910156250e+00
