2theta Intensity
5.952139160268129503e-01 1.170246362686157227e+00
6.015387680369312928e-01 1.038242220878601074e+00
6.078636200470497464e-01 1.042969942092895508e+00
6.141884720571680889e-01 1.485550999641418457e+00
6.205133240672864314e-01 1.485550999641418457e+00
6.268381760774048850e-01 1.485550999641418457e+00
6.331630280875232275e-01 1.485550999641418457e+00
6.394878800976415700e-01 1.552635550498962402e+00
6.458127321077600236e-01 1.754957914352416992e+00
6.521375841178783661e-01 1.754957914352416992e+00
6.584624361279967086e-01 1.754957914352416992e+00
6.647872881381151622e-01 1.754957914352416992e+00
6.711121401482335047e-01 1.754957914352416992e+00
6.774369921583518472e-01 1.874277353286743164e+00
6.837618441684703008e-01 1.866242170333862305e+00
6.900866961785886433e-01 1.807956814765930176e+00
6.964115481887069858e-01 1.755523204803466797e+00
7.027364001988254394e-01 1.815084815025329590e+00
7.090612522089437819e-01 1.993204355239868164e+00
7.153861042190621244e-01 1.993204355239868164e+00
7.217109562291805780e-01 1.993204355239868164e+00
7.280358082392989205e-01 1.895283579826354980e+00
7.343606602494172630e-01 1.653620481491088867e+00
7.406855122595356056e-01 1.617568492889404297e+00
7.470103642696540591e-01 1.617568492889404297e+00
7.533352162797724016e-01 1.617568492889404297e+00
7.596600682898907442e-01 1.652683973312377930e+00
7.659849203000091977e-01 1.714480400085449219e+00
7.723097723101275403e-01 1.648797035217285156e+00
7.786346243202458828e-01 1.648797035217285156e+00
7.849594763303642253e-01 1.671620368957519531e+00
7.912843283404826789e-01 1.640069603919982910e+00
7.976091803506010214e-01 1.826125025749206543e+00
8.039340323607193639e-01 1.824035286903381348e+00
8.102588843708378175e-01 1.704008817672729492e+00
8.165837363809561600e-01 1.701693058013916016e+00
8.229085883910745025e-01 1.699409008026123047e+00
8.292334404011929561e-01 1.706210851669311523e+00
8.355582924113112986e-01 1.706210851669311523e+00
8.418831444214296411e-01 1.706210851669311523e+00
8.482079964315480947e-01 1.685357570648193359e+00
8.545328484416664372e-01 1.779552459716796875e+00
8.608577004517847797e-01 1.874969840049743652e+00
8.671825524619032333e-01 1.941376805305480957e+00
8.735074044720215758e-01 1.974244117736816406e+00
8.798322564821399183e-01 1.852718830108642578e+00
8.861571084922583719e-01 1.852243065834045410e+00
8.924819605023767144e-01 1.890870451927185059e+00
8.988068125124950569e-01 2.111072778701782227e+00
9.051316645226135105e-01 2.111072778701782227e+00
9.114565165327318530e-01 2.094460964202880859e+00
9.177813685428501955e-01 2.103573560714721680e+00
9.241062205529686491e-01 2.061399698257446289e+00
9.304310725630869916e-01 1.961521148681640625e+00
9.367559245732053341e-01 1.974413514137268066e+00
9.430807765833237877e-01 2.174165248870849609e+00
9.494056285934421302e-01 2.201667785644531250e+00
9.557304806035604727e-01 2.201667785644531250e+00
9.620553326136789263e-01 2.201667785644531250e+00
9.683801846237972688e-01 2.201667785644531250e+00
9.747050366339156113e-01 2.278969764709472656e+00
9.810298886440340649e-01 2.454708337783813477e+00
9.873547406541524074e-01 2.713933706283569336e+00
9.936795926642707499e-01 2.622442960739135742e+00
1.000004444674389203e+00 2.506476163864135742e+00
1.006329296684507657e+00 2.435365915298461914e+00
1.012654148694625889e+00 2.463721752166748047e+00
1.018979000704744342e+00 2.463147878646850586e+00
1.025303852714862796e+00 2.384023427963256836e+00
1.031628704724981027e+00 2.356950759887695312e+00
1.037953556735099481e+00 2.374935388565063477e+00
1.044278408745217712e+00 2.374935388565063477e+00
1.050603260755336166e+00 2.374894618988037109e+00
1.056928112765454619e+00 2.403624057769775391e+00
1.063252964775572851e+00 2.372411489486694336e+00
1.069577816785691304e+00 2.159098625183105469e+00
1.075902668795809758e+00 2.148318290710449219e+00
1.082227520805927989e+00 2.062984228134155273e+00
1.088552372816046443e+00 2.087530374526977539e+00
1.094877224826164896e+00 2.074829101562500000e+00
1.101202076836283350e+00 2.089873790740966797e+00
1.107526928846401582e+00 2.097006320953369141e+00
1.113851780856519813e+00 2.070104360580444336e+00
1.120176632866638489e+00 1.966645002365112305e+00
1.126501484876756720e+00 2.040407896041870117e+00
1.132826336886874952e+00 2.141950368881225586e+00
1.139151188896993627e+00 2.153922319412231445e+00
1.145476040907111859e+00 2.090968847274780273e+00
1.151800892917230090e+00 2.093060731887817383e+00
1.158125744927348766e+00 2.041111469268798828e+00
1.164450596937466997e+00 2.170893430709838867e+00
1.170775448947585229e+00 2.200115203857421875e+00
1.177100300957703682e+00 2.238882064819335938e+00
1.183425152967822136e+00 2.263346910476684570e+00
1.189750004977940367e+00 2.344315528869628906e+00
1.196074856988058821e+00 2.290834426879882812e+00
1.202399708998177275e+00 2.270897626876831055e+00
1.208724561008295506e+00 2.346437931060791016e+00
