gamma  mean  std
-1.794999999701976776e+02 3.199384117126464844e+01 1.457364320755004883e+00
-1.784999999105930328e+02 3.268745040893554688e+01 1.130736470222473145e+00
-1.774999998509883881e+02 3.321774291992187500e+01 1.718130230903625488e+00
-1.764999997913837433e+02 3.522101211547851562e+01 3.438234329223632812e+00
-1.754999997317790985e+02 3.710401535034179688e+01 6.495720386505126953e+00
-1.744999996721744253e+02 3.607730484008789062e+01 2.959468603134155273e+00
-1.734999996125698090e+02 3.287738037109375000e+01 1.198625087738037109e+00
-1.724999995529651642e+02 3.210252380371093750e+01 9.668706059455871582e-01
-1.714999994933605194e+02 3.311394882202148438e+01 1.481576323509216309e+00
-1.704999994337558746e+02 3.324237442016601562e+01 1.188459753990173340e+00
-1.694999993741512299e+02 3.202655792236328125e+01 1.205662131309509277e+00
-1.684999993145465851e+02 3.310565185546875000e+01 7.946941852569580078e-01
-1.674999992549419403e+02 3.292645263671875000e+01 1.331408858299255371e+00
-1.664999991953372955e+02 3.389970016479492188e+01 1.047259569168090820e+00
-1.654999991357326508e+02 3.308436965942382812e+01 1.171610474586486816e+00
-1.644999990761280060e+02 3.296793746948242188e+01 1.411298751831054688e+00
-1.634999990165233612e+02 3.220701980590820312e+01 1.326807260513305664e+00
-1.624999989569187164e+02 3.286392593383789062e+01 1.082000732421875000e+00
-1.614999988973140717e+02 3.318883514404296875e+01 1.271173954010009766e+00
-1.604999988377094269e+02 3.303980636596679688e+01 8.675658702850341797e-01
-1.594999987781047821e+02 3.243971633911132812e+01 7.460022568702697754e-01
-1.584999987185001373e+02 3.312067794799804688e+01 1.103415608406066895e+00
-1.574999986588954926e+02 3.294029617309570312e+01 4.113296568393707275e-01
-1.564999985992908478e+02 3.238068008422851562e+01 1.321174025535583496e+00
-1.554999985396862030e+02 3.329885101318359375e+01 9.042154550552368164e-01
-1.544999984800815582e+02 3.230171203613281250e+01 6.081665754318237305e-01
-1.534999984204769135e+02 3.333939361572265625e+01 4.484538733959197998e-01
