sample,scan_point,ring0_mean,ring0_std,ring0_cv,ring0_peak_valley,ring0_skewness,ring0_kurtosis,ring0_entropy,ring0_acf_length_deg,ring0_n_texture_peaks,ring0_completeness,ring0_integrated,ring0_texture_index,ring0_peak_fwhm_mean_deg,ring0_peak_fwhm_std_deg,ring0_peak_asymmetry_mean,ring0_fiber_symmetry_index,ring0_fourier_c2,ring0_fourier_c4,ring0_fourier_c6,ring0_arc_imbalance,ring0_warren_grain_proxy,ring0_cwt_n_peaks,ring0_cwt_dominant_scale_deg,ring0_cwt_total_power,ring0_cwt_scale_entropy,ring1_mean,ring1_std,ring1_cv,ring1_peak_valley,ring1_skewness,ring1_kurtosis,ring1_entropy,ring1_acf_length_deg,ring1_n_texture_peaks,ring1_completeness,ring1_integrated,ring1_texture_index,ring1_peak_fwhm_mean_deg,ring1_peak_fwhm_std_deg,ring1_peak_asymmetry_mean,ring1_fiber_symmetry_index,ring1_fourier_c2,ring1_fourier_c4,ring1_fourier_c6,ring1_arc_imbalance,ring1_warren_grain_proxy,ring1_cwt_n_peaks,ring1_cwt_dominant_scale_deg,ring1_cwt_total_power,ring1_cwt_scale_entropy,ring2_mean,ring2_std,ring2_cv,ring2_peak_valley,ring2_skewness,ring2_kurtosis,ring2_entropy,ring2_acf_length_deg,ring2_n_texture_peaks,ring2_completeness,ring2_integrated,ring2_texture_index,ring2_peak_fwhm_mean_deg,ring2_peak_fwhm_std_deg,ring2_peak_asymmetry_mean,ring2_fiber_symmetry_index,ring2_fourier_c2,ring2_fourier_c4,ring2_fourier_c6,ring2_arc_imbalance,ring2_warren_grain_proxy,ring2_cwt_n_peaks,ring2_cwt_dominant_scale_deg,ring2_cwt_total_power,ring2_cwt_scale_entropy
scan_point_0,0,1.3467042446136475,0.5006035566329956,0.3717249415639976,2249876260.7574463,-0.44944578409194946,-0.034491777420043945,5.7999773025512695,20.000001192092896,82,0.95,484.81353759765625,1.1381793022155762,82.66092374595117,35.389003901079725,-0.06055422629724918,0.37330446959029123,0.10887924581766129,0.13747897744178772,0.028691336512565613,-0.14552998542785645,0.13817942142486572,7,30.000001788139343,71.12029936200604,3.0411224560694166,1.0196236371994019,0.380696564912796,0.3733696935061789,2073849201.2023923,-0.09429487586021423,-0.4953880310058594,5.806183815002441,33.00000196695328,82,0.95,367.06451416015625,1.1394051313400269,106.80037454982161,45.92868209599375,0.013532367680582138,0.41326601972621047,0.0941028967499733,0.06079502031207085,0.036220598965883255,-0.17135389149188995,0.13940492272377014,6,30.000001788139343,24.708057381511146,2.9682463590130275,1.0905721187591553,0.6185791492462158,0.5672060917438734,3777354717.2546387,1.1567742824554443,0.7921149730682373,5.736459732055664,37.00000220537186,77,0.95,392.60595703125,1.3217228651046753,96.93622671625623,39.83951932258226,0.12460651449843617,0.6490714867062981,0.3795958459377289,0.17442777752876282,0.029802285134792328,-0.28982385993003845,0.32172274589538574,5,30.000001788139343,82.44768346865271,2.85489440872938
scan_point_1,1,47.093814849853516,28.839998245239258,0.6123946071726861,537097045898.43744,13.479473114013672,228.82489013671875,5.781733512878418,1.0000000596046448,15,0.95,16953.7734375,1.3750271797180176,65.39727092929962,54.01263523778615,0.15023353489681754,0.216554229466108,0.06843987107276917,0.16302019357681274,0.031100941821932793,-0.05997791886329651,0.3750271797180176,6,30.000001788139343,123411.64824461151,3.197321751088863,34.86003112792969,6.634950160980225,0.19033115996458003,42586360931.396484,-3.9976625442504883,17.919408798217773,5.854652404785156,4.000000238418579,39,0.95,12549.611328125,1.0362257957458496,108.53722654475685,52.08610681825513,0.11718773285292641,0.10997835753695037,0.04708937555551529,0.08933175355195999,0.025155993178486824,-0.05091164633631706,0.036225948482751846,5,30.000001788139343,35306.06423236462,3.028039745171753,30.81223487854004,17.226823806762695,0.5590903702594048,341657318115.2344,16.220943450927734,291.7265930175781,5.815454483032227,1.0000000596046448,9,0.95,11092.404296875,1.3125818967819214,119.23973848046286,63.65989809759443,-0.006332440508865343,0.1639581354138776,0.06587488204240799,0.04249311238527298,0.08266976475715637,-0.06820273399353027,0.3125820457935333,7,30.000001788139343,30669.814802035202,3.255960437364004
scan_point_2,2,84.98284912109375,109.31857299804688,1.2863604142322491,1279302734375.0,6.449520111083984,53.26858901977539,5.504971981048584,2.0000001192092896,17,0.95,30593.826171875,2.6547231674194336,26.574871234473864,28.143811266132094,0.23533896036055715,0.7220648620997684,0.33008700609207153,0.38927891850471497,0.22018255293369293,-0.2179493010044098,1.654723048210144,10,30.000001788139343,1169684.8459195422,3.344061928130806,42.894676208496094,9.85826301574707,0.22982486143104297,107450279235.83984,-0.6683497428894043,15.44560432434082,5.84837532043457,3.0000001788139343,23,0.95,15442.083984375,1.0528196096420288,104.67402996396422,42.72729186074084,0.18166274565102725,0.1416291155775683,0.05320119857788086,0.10133020579814911,0.025310957804322243,-0.023041170090436935,0.05281946808099747,4,30.000001788139343,61557.72555173075,3.0237466854048267,46.804203033447266,68.815673828125,1.4702883366895036,720328125000.0,7.6544084548950195,62.37547302246094,5.508224964141846,3.0000001788139343,8,0.95,16849.513671875,3.161747455596924,62.36417559033931,47.61381696196128,0.012924536439633103,0.5417076166344799,0.3399284780025482,0.36452338099479675,0.19971168041229248,-0.040476202964782715,2.161747694015503,3,26.000001549720764,544567.6034362894,3.3720993844565035
scan_point_3,3,72.38609313964844,92.53707122802734,1.2783818992621043,997849609374.9999,6.591856956481934,53.01488494873047,5.5113420486450195,2.0000001192092896,26,0.95,26058.9921875,2.6342599391937256,51.548425449639815,45.256170542752386,0.10888559204176548,0.7113656046495684,0.20595131814479828,0.15270693600177765,0.11505245417356491,-0.05173245817422867,1.6342601776123047,12,30.000001788139343,936679.66754677,3.3637195585637163,38.55908966064453,14.717751502990723,0.3816934381107147,170635162353.51562,4.130195140838623,31.44715118408203,5.8198323249816895,2.0000001192092896,27,0.95,13881.2724609375,1.145689845085144,73.11240650100153,46.167264903432184,0.1283924625183228,0.23158742335020094,0.08957473933696747,0.12342286109924316,0.08039682358503342,0.025298988446593285,0.14568988978862762,7,30.000001788139343,50087.53235941615,3.2233209107908816,39.74210739135742,81.60599517822266,2.0533887238191406,1267226928710.9375,12.023176193237305,158.73719787597656,5.412625312805176,2.0000001192092896,7,0.95,14307.158203125,5.216404438018799,46.246583481485665,32.652035661354375,0.03122979966703669,0.5342623944538256,0.4030197262763977,0.3614107370376587,0.3510345220565796,0.2051774263381958,4.216404914855957,1,30.000001788139343,614463.8734297912,3.377292972512036
scan_point_4,4,349.208740234375,3963.611572265625,11.350264514013615,72000085937500.0,16.835243225097656,295.852783203125,2.1667962074279785,1.0000000596046448,5,0.95,125715.1484375,129.82847595214844,1.5433359998884768,0.6356600180111384,nan,1.737059734985656,1.5091675519943237,1.4170820713043213,1.313005805015564,0.7749848365783691,128.82850646972656,1,25.00000149011612,721615892.4788773,3.398881801164421,43.381046295166016,64.62507629394531,1.4897076445375301,1201817504882.8125,16.21803092956543,284.4627380371094,5.617099761962891,1.0000000596046448,6,0.95,15617.1767578125,3.219229221343994,38.14225121615772,42.255116341361926,0.0069653899796404545,0.3411702445084875,0.20299431681632996,0.21582752466201782,0.2553298771381378,0.006039335858076811,2.219228982925415,7,27.00000160932541,263174.61491027934,3.367279092845844,35.16279220581055,17.929126739501953,0.5098891645055201,220769409179.6875,7.071086883544922,64.3895492553711,5.80088996887207,3.0000001788139343,19,0.95,12658.60546875,1.2599869966506958,64.68547399883448,54.990763878961936,0.058914724415137794,0.2641409365095187,0.1100790724158287,0.08529286086559296,0.12596091628074646,-0.022966250777244568,0.259986937046051,6,30.000001788139343,69555.13207971049,3.3054023944657396
scan_point_5,5,63.16326904296875,60.93812942504883,0.9647716204111253,437121795654.2969,3.9126384258270264,16.6235294342041,5.601479530334473,3.0000001788139343,15,0.95,22738.77734375,1.9307844638824463,45.002956250220535,56.50251469532788,0.05267274863966536,0.6367418527893115,0.10176564007997513,0.12239202111959457,0.13491758704185486,-0.1386203169822693,0.9307842254638672,9,22.000001311302185,614450.3312014388,3.317239632544439,36.643943786621094,10.197043418884277,0.27827363447182435,111002082824.70703,1.2015122175216675,15.627164840698242,5.839293956756592,3.0000001788139343,30,0.95,13191.8203125,1.0774363279342651,70.25667475194595,40.27805394204916,0.12040714876510013,0.1969052820324742,0.05825790762901306,0.08837514370679855,0.07085538655519485,-0.03363145887851715,0.07743622362613678,7,30.000001788139343,39253.42700591131,3.1638540544777354,30.71719741821289,6.5376811027526855,0.21283455693377656,80226203918.45703,0.03419674187898636,20.481264114379883,5.855650901794434,3.0000001788139343,41,0.95,11058.19140625,1.045298457145691,103.1262112819456,47.98309493406497,0.00731860983507706,0.1435489326584956,0.02010701596736908,0.08519170433282852,0.023673972114920616,-0.056746017187833786,0.04529855027794838,7,30.000001788139343,23377.75925145451,3.0583476339850058
scan_point_6,6,108.12877655029297,739.5286254882812,6.8393322210975995,13960405273437.5,18.31174659729004,339.10333251953125,4.245858669281006,1.0000000596046448,3,0.95,38926.359375,47.77647399902344,31.063515656094552,22.453871652297256,-0.10983891600339432,0.9290108605995813,0.8487842679023743,0.827742874622345,0.8541604280471802,0.40395820140838623,46.77646255493164,3,8.000000476837158,20964551.41355511,3.3999325008739087,60.646446228027344,129.53414916992188,2.135890183620661,2190203613281.2498,13.455978393554688,205.6322021484375,5.392927646636963,2.0000001192092896,8,0.95,21832.720703125,5.562028884887695,18.479591153459012,20.887025393435902,0.06358762687822987,0.5357945188070422,0.36071711778640747,0.43891584873199463,0.32534876465797424,-0.26550108194351196,4.562027454376221,3,25.00000149011612,1513117.5177289248,3.374861221408203,39.5844841003418,8.129051208496094,0.20535953400049245,128689727783.20311,1.4038403034210205,49.602867126464844,5.857709884643555,2.0000001192092896,41,0.95,14250.4140625,1.0421725511550903,83.88752032577646,40.672512096349124,-0.04088977204920968,0.11846598818810712,0.025189615786075592,0.06783276051282883,0.04158387333154678,-0.03227462247014046,0.04217253997921944,5,30.000001788139343,41438.094903751226,3.0551008385264904
scan_point_7,7,97.63821411132812,221.36856079101562,2.2672327920562827,2729841308593.75,9.93724536895752,101.04218292236328,5.295501708984375,1.0000000596046448,9,0.95,35149.7578125,6.140345096588135,60.93153567426848,42.940067471480866,-0.0962398619732027,0.5946728443664847,0.09346606582403183,0.43221956491470337,0.1487525850534439,-0.24257801473140717,5.140344619750977,6,28.000001668930054,2305505.7795563294,3.3970196537724973,56.17750549316406,11.206794738769531,0.19948900614914675,97500679016.11328,-3.347074031829834,14.98605728149414,5.852901458740234,4.000000238418579,27,0.95,20223.90234375,1.0397958755493164,111.69165490594466,51.10795703135888,0.08327940269366643,0.1094682707135829,0.0539993979036808,0.09799771755933762,0.034417178481817245,-0.04868784919381142,0.03979586064815521,4,30.000001788139343,97369.84328329274,3.0173160583954393,46.82682418823242,10.096403121948242,0.21561152815666426,146115951538.08594,1.3796931505203247,37.26743698120117,5.855897903442383,3.0000001788139343,32,0.95,16857.65625,1.0464880466461182,74.70550754689616,38.09496419520574,0.031773196382016596,0.1188266890093823,0.02875751256942749,0.08194592595100403,0.03236259147524834,-0.02584351785480976,0.04648832604289055,4,30.000001788139343,60273.74263833953,3.0284366396913573
scan_point_8,8,92.64405059814453,22.336284637451172,0.2410978847884974,113880058288.57422,-2.8629369735717773,9.369640350341797,5.8372979164123535,5.000000298023224,14,0.95,33351.859375,1.0581281185150146,71.52093433724885,51.71881631204812,-0.010782985957130828,0.1047281513457304,0.0249272920191288,0.11524734646081924,0.05393313616514206,-0.024330949410796165,0.05812818929553032,4,30.000001788139343,324943.24225366255,3.0280548613182723,69.470703125,12.735926628112793,0.18332802253630268,78777900695.80078,-4.480463027954102,21.316631317138672,5.855877876281738,4.000000238418579,25,0.95,25009.453125,1.03360915184021,92.15052192243668,60.66999788672493,0.26321427405317277,0.08816831838137336,0.04370485991239548,0.0834820419549942,0.029782043769955635,-0.041707511991262436,0.033609163016080856,4,30.000001788139343,133164.30800819368,3.0247268649029286,55.979557037353516,8.597330093383789,0.15357981642561128,61334751129.15038,-5.8817315101623535,34.70903778076172,5.864127159118652,3.0000001788139343,51,0.95,20152.640625,1.0235867500305176,105.0693756897637,68.7627610680157,0.03711558709843315,0.07167305146888701,0.0068805646151304245,0.057826682925224304,0.020806938409805298,-0.0339486226439476,0.023586761206388474,4,30.000001788139343,73472.01351800408,3.022398910940462
scan_point_9,9,73.00601196289062,18.784439086914062,0.25729989328087527,93211601257.32422,-2.2504701614379883,6.7018938064575195,5.833514213562012,6.000000357627869,15,0.95,26282.1640625,1.0662031173706055,89.00426121956441,54.16198400004556,-0.08074457178722787,0.11810133424075525,0.021490154787898064,0.12292256206274033,0.0501704141497612,-0.017682835459709167,0.06620323657989502,4,30.000001788139343,228569.69321977693,3.0102346719165656,56.289817810058594,10.697298049926758,0.19003966376340314,64222305297.851555,-4.040151119232178,18.129884719848633,5.854608058929443,4.000000238418579,24,0.95,20264.333984375,1.036115050315857,115.67951406882965,53.40645424962093,-0.09053269226308784,0.0954785857049899,0.04784000292420387,0.09075036644935608,0.02995302714407444,-0.04242107272148132,0.036115072667598724,4,30.000001788139343,93939.82608199457,3.0216910491100566,45.833919525146484,7.125945568084717,0.15547318758490888,50338428497.31445,-5.679781436920166,32.90447998046875,5.8638386726379395,3.0000001788139343,52,0.95,16500.2109375,1.0241719484329224,122.99807030761458,56.02761618279657,0.18291659926679768,0.07330891275894977,0.007459759712219238,0.06258426606655121,0.016792388632893562,-0.0328158400952816,0.02417191118001938,4,30.000001788139343,51782.31680098646,3.0207482692748098
