gamma  mean  std
-1.794999999701976776e+02 3.756652450561523438e+01 1.693577289581298828e+00
-1.784999999105930328e+02 3.984067153930664062e+01 1.916155576705932617e+00
-1.774999998509883881e+02 3.866742324829101562e+01 1.367983937263488770e+00
-1.764999997913837433e+02 3.970108795166015625e+01 9.989035129547119141e-01
-1.754999997317790985e+02 3.844733810424804688e+01 4.346241354942321777e-01
-1.744999996721744253e+02 4.001210403442382812e+01 1.073564171791076660e+00
-1.734999996125698090e+02 4.049784088134765625e+01 1.185995340347290039e+00
-1.724999995529651642e+02 4.040055084228515625e+01 1.430318236351013184e+00
-1.714999994933605194e+02 4.057241058349609375e+01 8.202219009399414062e-01
-1.704999994337558746e+02 4.078326034545898438e+01 1.237850308418273926e+00
-1.694999993741512299e+02 4.086571121215820312e+01 1.453117728233337402e+00
-1.684999993145465851e+02 4.004663848876953125e+01 1.618058800697326660e+00
-1.674999992549419403e+02 4.040977859497070312e+01 9.709002375602722168e-01
-1.664999991953372955e+02 3.946998977661132812e+01 1.069194674491882324e+00
-1.654999991357326508e+02 3.966555786132812500e+01 1.032022118568420410e+00
-1.644999990761280060e+02 3.826946640014648438e+01 9.043215513229370117e-01
-1.634999990165233612e+02 3.826607131958007812e+01 1.386660933494567871e+00
-1.624999989569187164e+02 3.750057601928710938e+01 1.109111905097961426e+00
-1.614999988973140717e+02 3.726604461669921875e+01 8.108596205711364746e-01
-1.604999988377094269e+02 3.673765182495117188e+01 1.145286679267883301e+00
-1.594999987781047821e+02 3.606920623779296875e+01 1.383149981498718262e+00
-1.584999987185001373e+02 3.647232818603515625e+01 1.401036500930786133e+00
-1.574999986588954926e+02 3.755060577392578125e+01 9.665931463241577148e-01
-1.564999985992908478e+02 3.682147216796875000e+01 1.209014415740966797e+00
-1.554999985396862030e+02 3.579592132568359375e+01 7.380748987197875977e-01
-1.544999984800815582e+02 3.628596878051757812e+01 9.966333508491516113e-01
-1.534999984204769135e+02 3.667061233520507812e+01 1.056092739105224609e+00
-1.524999983608722687e+02 3.542490768432617188e+01 8.144127130508422852e-01
-1.514999983012676239e+02 3.621973419189453125e+01 1.148181796073913574e+00
-1.504999982416629791e+02 3.575645828247070312e+01 1.003838777542114258e+00
-1.494999981820583344e+02 3.569034576416015625e+01 1.312440037727355957e+00
-1.484999981224536896e+02 3.591326141357421875e+01 1.135928869247436523e+00
-1.474999980628490448e+02 3.664702987670898438e+01 5.051629543304443359e-01
-1.464999980032444000e+02 3.702539062500000000e+01 9.418301582336425781e-01
-1.454999979436397552e+02 3.790468215942382812e+01 1.028746485710144043e+00
-1.444999978840351105e+02 3.842616653442382812e+01 1.160240292549133301e+00
-1.434999978244304657e+02 4.068590927124023438e+01 2.321506023406982422e+00
-1.424999977648258209e+02 4.440207290649414062e+01 5.656177043914794922e+00
-1.414999977052211761e+02 5.550897598266601562e+01 1.740832710266113281e+01
-1.404999976456165314e+02 8.613271331787109375e+01 5.888462829589843750e+01
-1.394999975860118866e+02 1.043771743774414062e+02 7.868157196044921875e+01
