gamma  mean  std
-1.794999999701976776e+02 0.000000000000000000e+00 0.000000000000000000e+00
-1.784999999105930328e+02 2.791818141937255859e+00 6.789591312408447266e-01
-1.774999998509883881e+02 2.719676494598388672e+00 5.834702253341674805e-01
-1.764999997913837433e+02 2.746067523956298828e+00 4.960564076900482178e-01
-1.754999997317790985e+02 2.555645227432250977e+00 5.062986016273498535e-01
-1.744999996721744253e+02 2.736791849136352539e+00 3.977927565574645996e-01
-1.734999996125698090e+02 2.616975307464599609e+00 4.230446219444274902e-01
-1.724999995529651642e+02 2.747192621231079102e+00 2.993586063385009766e-01
-1.714999994933605194e+02 2.556993246078491211e+00 4.660218060016632080e-01
-1.704999994337558746e+02 2.722975730895996094e+00 6.049106717109680176e-01
-1.694999993741512299e+02 2.838428258895874023e+00 5.322117805480957031e-01
-1.684999993145465851e+02 2.684042453765869141e+00 7.249431014060974121e-01
-1.674999992549419403e+02 2.875499486923217773e+00 5.670229792594909668e-01
-1.664999991953372955e+02 2.752483844757080078e+00 7.410599589347839355e-01
-1.654999991357326508e+02 2.712002754211425781e+00 4.949473440647125244e-01
-1.644999990761280060e+02 2.761009216308593750e+00 7.002115249633789062e-01
-1.634999990165233612e+02 2.642084360122680664e+00 3.589181602001190186e-01
-1.624999989569187164e+02 2.854561328887939453e+00 7.771881818771362305e-01
-1.614999988973140717e+02 2.675656557083129883e+00 5.487688183784484863e-01
-1.604999988377094269e+02 2.716160774230957031e+00 4.031959176063537598e-01
-1.594999987781047821e+02 2.844683647155761719e+00 6.553608179092407227e-01
-1.584999987185001373e+02 2.879350423812866211e+00 5.092565417289733887e-01
-1.574999986588954926e+02 2.813817024230957031e+00 5.853356719017028809e-01
-1.564999985992908478e+02 2.943150043487548828e+00 7.241197228431701660e-01
-1.554999985396862030e+02 3.017105579376220703e+00 9.061307311058044434e-01
-1.544999984800815582e+02 3.011796236038208008e+00 7.653715014457702637e-01
-1.534999984204769135e+02 2.875327825546264648e+00 8.230749368667602539e-01
-1.524999983608722687e+02 2.761553525924682617e+00 6.491095423698425293e-01
-1.514999983012676239e+02 2.775591135025024414e+00 6.943730711936950684e-01
-1.504999982416629791e+02 2.955058097839355469e+00 8.458452820777893066e-01
-1.494999981820583344e+02 2.848505258560180664e+00 6.463856697082519531e-01
-1.484999981224536896e+02 2.939569234848022461e+00 9.391793012619018555e-01
-1.474999980628490448e+02 2.973447322845458984e+00 8.710714578628540039e-01
-1.464999980032444000e+02 2.777014493942260742e+00 8.218502402305603027e-01
-1.454999979436397552e+02 2.936826944351196289e+00 1.052227377891540527e+00
-1.444999978840351105e+02 2.923933744430541992e+00 8.314585685729980469e-01
-1.434999978244304657e+02 3.119625091552734375e+00 1.172340154647827148e+00
-1.424999977648258209e+02 2.895190954208374023e+00 1.102166414260864258e+00
-1.414999977052211761e+02 3.516452312469482422e+00 1.585681438446044922e+00
-1.404999976456165314e+02 3.351539373397827148e+00 1.522840142250061035e+00
-1.394999975860118866e+02 3.119469881057739258e+00 1.564680695533752441e+00
-1.384999975264072418e+02 3.119952678680419922e+00 1.377787232398986816e+00
-1.374999974668025970e+02 3.118863344192504883e+00 1.346035480499267578e+00
-1.364999974071979523e+02 3.105139255523681641e+00 1.189652800559997559e+00
-1.354999973475933075e+02 3.164779901504516602e+00 1.484325289726257324e+00
-1.344999972879886627e+02 3.506624460220336914e+00 1.625218391418457031e+00
-1.334999972283840179e+02 3.450013637542724609e+00 1.791354894638061523e+00
-1.324999971687793732e+02 3.406322479248046875e+00 1.651019454002380371e+00
-1.314999971091747284e+02 3.370614290237426758e+00 1.828128218650817871e+00
-1.304999970495700836e+02 3.547181129455566406e+00 1.948188662528991699e+00
-1.294999969899654388e+02 3.629557132720947266e+00 2.147319555282592773e+00
-1.284999969303607941e+02 3.641813516616821289e+00 2.015779972076416016e+00
-1.274999968707561493e+02 3.693058013916015625e+00 1.999885678291320801e+00
-1.264999968111514903e+02 3.761154651641845703e+00 2.367774248123168945e+00
-1.254999967515468740e+02 3.846027374267578125e+00 2.441895246505737305e+00
-1.244999966919422150e+02 3.947554588317871094e+00 2.396113872528076172e+00
-1.234999966323375702e+02 3.611552953720092773e+00 2.164780616760253906e+00
-1.224999965727329112e+02 3.950122833251953125e+00 2.618761301040649414e+00
-1.214999965131282806e+02 4.043387889862060547e+00 2.915370464324951172e+00
-1.204999964535236359e+02 3.500332117080688477e+00 2.168842077255249023e+00
-1.194999963939190053e+02 3.884653806686401367e+00 2.584775686264038086e+00
-1.184999963343143605e+02 3.586725473403930664e+00 2.446607589721679688e+00
-1.174999962747097015e+02 3.654717683792114258e+00 2.543059825897216797e+00
-1.164999962151050568e+02 3.438978910446166992e+00 2.366912603378295898e+00
-1.154999961555003978e+02 3.562914371490478516e+00 2.232755661010742188e+00
-1.144999960958957672e+02 3.574048519134521484e+00 2.106490850448608398e+00
-1.134999960362911224e+02 3.396299600601196289e+00 2.304488897323608398e+00
-1.124999959766864777e+02 3.353781461715698242e+00 1.749396443367004395e+00
-1.114999959170818329e+02 3.107012033462524414e+00 1.659157156944274902e+00
-1.104999958574771881e+02 2.903660774230957031e+00 1.310003280639648438e+00
-1.094999957978725291e+02 2.775301933288574219e+00 1.082126379013061523e+00
-1.084999957382678986e+02 2.611730337142944336e+00 8.896611928939819336e-01
-1.074999956786632538e+02 2.687830686569213867e+00 9.326158165931701660e-01
-1.064999956190586090e+02 2.789780855178833008e+00 1.123950481414794922e+00
-1.054999955594539642e+02 2.686415433883666992e+00 6.800380945205688477e-01
-1.044999954998493195e+02 2.294253349304199219e+00 7.937982082366943359e-01
-1.034999954402446747e+02 2.473559856414794922e+00 7.407391667366027832e-01
-1.024999953806400299e+02 2.446760892868041992e+00 3.883755803108215332e-01
-1.014999953210353851e+02 2.384437084197998047e+00 6.268339753150939941e-01
