gamma  mean  std
-1.794999999701976776e+02 0.000000000000000000e+00 0.000000000000000000e+00
-1.784999999105930328e+02 6.282164096832275391e+00 7.959939956665039062e+00
-1.774999998509883881e+02 5.106886386871337891e+00 5.531546592712402344e+00
-1.764999997913837433e+02 5.215964794158935547e+00 5.971204757690429688e+00
-1.754999997317790985e+02 5.495121002197265625e+00 5.942402362823486328e+00
-1.744999996721744253e+02 5.553489208221435547e+00 6.622667789459228516e+00
-1.734999996125698090e+02 5.702337741851806641e+00 6.516098976135253906e+00
-1.724999995529651642e+02 5.574980258941650391e+00 5.763764858245849609e+00
-1.714999994933605194e+02 5.657901763916015625e+00 6.836331844329833984e+00
-1.704999994337558746e+02 7.097637653350830078e+00 9.092722892761230469e+00
-1.694999993741512299e+02 6.797257900238037109e+00 8.449688911437988281e+00
-1.684999993145465851e+02 5.927114963531494141e+00 6.795345783233642578e+00
-1.674999992549419403e+02 6.755988597869873047e+00 8.109017372131347656e+00
-1.664999991953372955e+02 6.794830799102783203e+00 8.649768829345703125e+00
-1.654999991357326508e+02 6.644529342651367188e+00 8.422576904296875000e+00
-1.644999990761280060e+02 6.630556583404541016e+00 8.251421928405761719e+00
-1.634999990165233612e+02 6.935731410980224609e+00 8.973045349121093750e+00
-1.624999989569187164e+02 8.210011482238769531e+00 1.093688392639160156e+01
-1.614999988973140717e+02 7.890796661376953125e+00 1.069810295104980469e+01
-1.604999988377094269e+02 7.297839641571044922e+00 9.430836677551269531e+00
-1.594999987781047821e+02 8.120459556579589844e+00 1.049905967712402344e+01
-1.584999987185001373e+02 8.636347770690917969e+00 1.191652870178222656e+01
-1.574999986588954926e+02 7.105783939361572266e+00 9.189649581909179688e+00
-1.564999985992908478e+02 7.477304458618164062e+00 9.245916366577148438e+00
-1.554999985396862030e+02 8.963729858398437500e+00 1.258207035064697266e+01
-1.544999984800815582e+02 1.006295299530029297e+01 1.475772285461425781e+01
-1.534999984204769135e+02 1.099861526489257812e+01 1.611158370971679688e+01
-1.524999983608722687e+02 1.197183609008789062e+01 1.817580795288085938e+01
-1.514999983012676239e+02 9.704664230346679688e+00 1.396206283569335938e+01
-1.504999982416629791e+02 1.071688747406005859e+01 1.551167392730712891e+01
-1.494999981820583344e+02 1.184132003784179688e+01 1.749755287170410156e+01
-1.484999981224536896e+02 1.317986392974853516e+01 2.054671669006347656e+01
-1.474999980628490448e+02 1.294891262054443359e+01 2.012472343444824219e+01
-1.464999980032444000e+02 1.521441745758056641e+01 2.416091728210449219e+01
-1.454999979436397552e+02 1.492311954498291016e+01 2.401612472534179688e+01
-1.444999978840351105e+02 1.791972351074218750e+01 2.983634185791015625e+01
-1.434999978244304657e+02 1.984663200378417969e+01 3.332138061523437500e+01
-1.424999977648258209e+02 1.835705375671386719e+01 3.077161788940429688e+01
-1.414999977052211761e+02 2.026083946228027344e+01 3.399013519287109375e+01
-1.404999976456165314e+02 2.411712455749511719e+01 4.140671157836914062e+01
-1.394999975860118866e+02 2.614627075195312500e+01 4.644879913330078125e+01
-1.384999975264072418e+02 2.867953491210937500e+01 5.137767410278320312e+01
-1.374999974668025970e+02 2.802331352233886719e+01 4.906222152709960938e+01
-1.364999974071979523e+02 2.575021934509277344e+01 4.577364730834960938e+01
-1.354999973475933075e+02 2.865151023864746094e+01 5.163845825195312500e+01
-1.344999972879886627e+02 3.021013641357421875e+01 5.453257369995117188e+01
-1.334999972283840179e+02 3.386349105834960938e+01 6.103213882446289062e+01
-1.324999971687793732e+02 3.145818328857421875e+01 5.574596405029296875e+01
-1.314999971091747284e+02 3.783846664428710938e+01 7.056732177734375000e+01
-1.304999970495700836e+02 3.698293685913085938e+01 6.749774932861328125e+01
-1.294999969899654388e+02 3.327968978881835938e+01 6.222806549072265625e+01
-1.284999969303607941e+02 3.622280502319335938e+01 6.816698455810546875e+01
-1.274999968707561493e+02 3.930717849731445312e+01 7.526333618164062500e+01
