sample,scan_point,ring0_mean,ring0_std,ring0_cv,ring0_peak_valley,ring0_skewness,ring0_kurtosis,ring0_entropy,ring0_acf_length_deg,ring0_n_texture_peaks,ring0_completeness,ring0_integrated,ring0_texture_index,ring0_peak_fwhm_mean_deg,ring0_peak_fwhm_std_deg,ring0_peak_asymmetry_mean,ring0_fiber_symmetry_index,ring0_fourier_c2,ring0_fourier_c4,ring0_fourier_c6,ring0_arc_imbalance,ring0_warren_grain_proxy,ring0_cwt_n_peaks,ring0_cwt_dominant_scale_deg,ring0_cwt_total_power,ring0_cwt_scale_entropy,ring1_mean,ring1_std,ring1_cv,ring1_peak_valley,ring1_skewness,ring1_kurtosis,ring1_entropy,ring1_acf_length_deg,ring1_n_texture_peaks,ring1_completeness,ring1_integrated,ring1_texture_index,ring1_peak_fwhm_mean_deg,ring1_peak_fwhm_std_deg,ring1_peak_asymmetry_mean,ring1_fiber_symmetry_index,ring1_fourier_c2,ring1_fourier_c4,ring1_fourier_c6,ring1_arc_imbalance,ring1_warren_grain_proxy,ring1_cwt_n_peaks,ring1_cwt_dominant_scale_deg,ring1_cwt_total_power,ring1_cwt_scale_entropy,ring2_mean,ring2_std,ring2_cv,ring2_peak_valley,ring2_skewness,ring2_kurtosis,ring2_entropy,ring2_acf_length_deg,ring2_n_texture_peaks,ring2_completeness,ring2_integrated,ring2_texture_index,ring2_peak_fwhm_mean_deg,ring2_peak_fwhm_std_deg,ring2_peak_asymmetry_mean,ring2_fiber_symmetry_index,ring2_fourier_c2,ring2_fourier_c4,ring2_fourier_c6,ring2_arc_imbalance,ring2_warren_grain_proxy,ring2_cwt_n_peaks,ring2_cwt_dominant_scale_deg,ring2_cwt_total_power,ring2_cwt_scale_entropy
scan_point_10,10,2.661827564239502,0.8036882281303406,0.30193098866641216,4095367431.6406245,-1.1171773672103882,2.5200042724609375,5.822420120239258,6.000000357627869,86,0.95,958.2579345703125,1.0911623239517212,75.39709619375714,40.537237812501594,-0.07107562999049938,0.1952618274928895,0.07634101063013077,0.12971961498260498,0.018350327387452126,-0.039442747831344604,0.09116232395172119,7,30.000001788139343,375.7966501115581,2.9725138269999087,5.027557373046875,6.110419750213623,1.2153853843562397,31203336715.69824,2.2919983863830566,4.29116153717041,5.3881025314331055,16.000000953674316,50,0.95,1809.920654296875,2.4771618843078613,63.293334084945776,36.250743709218504,0.009255966817489147,0.4485107993225079,0.8742495179176331,0.35037466883659363,0.07910896092653275,0.031638436019420624,1.4771616458892822,4,30.000001788139343,14119.918780496419,3.1186314327811764,1.25313138961792,0.20314249396324158,0.16210789678261892,1536005854.6066284,-4.651025772094727,25.667831420898438,5.863472938537598,2.0000001192092896,106,0.95,451.1272888183594,1.0262789726257324,117.63545345615354,47.0349541057368,0.05045898311193121,0.12034821558945144,0.02422397769987583,0.05087914690375328,0.020837463438510895,-0.012337223626673222,0.026278970763087273,4,30.000001788139343,34.9790393195494,3.031648666719715
scan_point_11,11,2.660094976425171,0.8001883029937744,0.3008119296812197,4439719200.134277,-1.1247551441192627,2.5949950218200684,5.822716236114502,6.000000357627869,84,0.95,957.6341552734375,1.0904877185821533,67.2211725820352,23.924415987766384,-0.1279756193692183,0.19562151779499085,0.06634676456451416,0.13558681309223175,0.020272301509976387,-0.030289815738797188,0.09048781543970108,7,30.000001788139343,380.5994092934096,2.959005876345534,4.816844940185547,5.8305487632751465,1.210449752001058,34051765441.894527,2.3853700160980225,4.796646595001221,5.401004314422607,16.000000953674316,53,0.95,1734.064208984375,2.465188503265381,70.030600386067,44.13937439697161,0.034529077235830166,0.48272509555863724,0.8396216034889221,0.3760696053504944,0.055284660309553146,0.042019497603178024,1.4651885032653809,3,30.000001788139343,12823.299080894047,3.1279593520120454,1.264297366142273,0.2061876505613327,0.16308477426514717,1615279197.692871,-4.499344348907471,24.545421600341797,5.863463401794434,2.0000001192092896,112,0.95,455.1470642089844,1.0265967845916748,111.53951733823233,53.01945357647962,-0.08235793220371956,0.121219591196161,0.028764018788933754,0.05227353051304817,0.023577900603413582,-0.019779527559876442,0.026596644893288612,4,30.000001788139343,36.38198930757547,3.03457002848047
scan_point_12,12,2.4535765647888184,0.7688910961151123,0.3133756277058717,4005171775.8178706,-0.9188477993011475,1.994680404663086,5.819000244140625,7.000000417232513,85,0.95,883.28759765625,1.0982043743133545,67.06801137155792,25.548383547046154,-0.2023376639336426,0.1970325148452995,0.07027073204517365,0.1412469446659088,0.02996276691555977,-0.040547870099544525,0.09820427745580673,7,30.000001788139343,361.86922039026905,2.9385619185871343,4.207011699676514,4.732865333557129,1.1249945736830371,25393014907.836914,2.435920000076294,5.061008453369141,5.461468696594238,15.000000894069672,55,0.95,1514.524169921875,2.265612840652466,62.158134815213984,38.40388816591318,-0.04081176443603135,0.4081734657187294,0.7904236316680908,0.3385069966316223,0.09995698183774948,0.0063295005820691586,1.2656128406524658,3,30.000001788139343,8487.504510996494,3.1418164300140075,1.168904185295105,0.19017110764980316,0.16269178435852039,1468211054.801941,-4.636371612548828,25.534791946411133,5.863298416137695,2.0000001192092896,111,0.95,420.8055114746094,1.0264687538146973,125.40441862404981,55.14812878354264,0.07229064549127057,0.1206498027576157,0.020629430189728737,0.0608610138297081,0.019398869946599007,-0.025701584294438362,0.026468617841601372,4,30.000001788139343,31.53305555396892,3.0169743027651976
scan_point_13,13,2.369753360748291,0.7452955842018127,0.31450344012444936,4009238243.103027,-0.8699542284011841,2.0275816917419434,5.818944931030273,10.000000596046448,86,0.95,853.1112060546875,1.0989125967025757,80.57990506805541,43.441740987919864,-0.12583449954715192,0.19760720091362913,0.05212815850973129,0.14658653736114502,0.024629944935441017,-0.030340498313307762,0.09891241788864136,6,30.000001788139343,337.5873717410238,2.9280894903925425,3.882634162902832,4.114993095397949,1.059845693090331,21223350524.902344,2.5089800357818604,5.476114273071289,5.50721549987793,14.000000834465027,64,0.95,1397.748291015625,2.1232731342315674,74.15291878315261,39.68874828272484,0.037017080643860834,0.3917439689714852,0.7343398332595825,0.3374488651752472,0.10492289811372757,0.0021026860922574997,1.1232728958129883,4,30.000001788139343,6384.7213720995505,3.1506256881768753,1.1363333463668823,0.19154499471187592,0.16856408845545992,1481136083.6029053,-4.196011066436768,22.0347900390625,5.862264156341553,2.0000001192092896,105,0.95,409.08001708984375,1.0284137725830078,107.4877622978175,55.07117868418926,0.03978662901635218,0.12178650485808826,0.017624756321310997,0.05148574337363243,0.015500216744840145,-0.026158856227993965,0.02841385267674923,4,30.000001788139343,31.632018777594748,3.0327209621127187
scan_point_14,14,2.4673259258270264,0.7807772755622864,0.3164467520846791,4211681365.9667964,-0.8278042674064636,2.0671167373657227,5.818075180053711,11.000000655651093,84,0.95,888.2373046875,1.100138545036316,75.23052872701881,39.88608148760424,-0.1400043924708977,0.17545285258067178,0.05415956676006317,0.16619771718978882,0.015293986536562443,-0.021427888423204422,0.10013855248689651,6,30.000001788139343,378.32880129371586,2.9249594668094785,3.7436156272888184,3.7948241233825684,1.013678887255537,19956188201.904297,2.592627763748169,6.043428421020508,5.538246154785156,13.000000774860382,69,0.95,1347.70166015625,2.0275447368621826,80.32899425622895,43.959205881841605,0.06326614739799533,0.37600708627248774,0.695086658000946,0.3050863444805145,0.11613388359546661,-0.02669036015868187,1.0275448560714722,4,30.000001788139343,5332.9007843252275,3.1620173430552034,1.184330940246582,0.19795265793800354,0.16714302667528813,1473275184.6313477,-4.328287601470947,23.05282211303711,5.862442493438721,2.0000001192092896,103,0.95,426.359130859375,1.0279366970062256,99.49427764924327,49.1797379736465,0.0936882959141513,0.12309126297022757,0.009322509169578552,0.06605613976716995,0.019659802317619324,-0.021334147080779076,0.027936790138483047,4,30.000001788139343,34.494831945576024,3.0312946841908173
scan_point_15,15,2.5820329189300537,0.8169968128204346,0.31641611027909855,4765829086.303711,-0.7385393381118774,2.193208694458008,5.818770885467529,11.000000655651093,81,0.95,929.5318603515625,1.1001189947128296,74.32467002263927,38.180523416637705,-0.01980112977738068,0.16739462581273593,0.055994823575019836,0.1640632003545761,0.0249469056725502,-0.014973687008023262,0.10011915117502213,6,30.000001788139343,409.06230519210595,2.9408240262888463,3.786496877670288,3.9529623985290527,1.0439629362539409,21534538269.04297,2.666609048843384,6.334250450134277,5.526210308074951,13.000000774860382,62,0.95,1363.138916015625,2.0898590087890625,73.40835869692395,46.256014051458514,0.1468749924246626,0.29450634694642913,0.6956722140312195,0.3524949252605438,0.13842208683490753,-0.04323821887373924,1.0898586511611938,2,30.000001788139343,5663.8296390750265,3.1753686145245292,1.243213415145874,0.20697033405303955,0.16648013247890703,1731512665.7485962,-4.390905380249023,23.706064224243164,5.862462997436523,2.0000001192092896,111,0.95,447.55682373046875,1.0277155637741089,113.3554283956872,52.93462024956138,0.15047952452481902,0.1226055184256144,0.008416738361120224,0.043288540095090866,0.016490623354911804,-0.016694098711013794,0.027715636417269707,4,30.000001788139343,36.36635025751749,3.053622890171539
scan_point_16,16,2.7095272541046143,0.8377653956413269,0.3091924594492309,4732362270.355225,-0.9096125364303589,2.4857287406921387,5.820315837860107,7.000000417232513,80,0.95,975.4298095703125,1.095599889755249,62.806714836429585,25.38171246031805,-0.02201407337826195,0.15046162356953874,0.05298731476068497,0.1561100333929062,0.022783303633332253,-0.014160549268126488,0.09559997171163559,6,30.000001788139343,431.3324146893666,2.9466607491747596,4.189350605010986,4.497514247894287,1.0735588094524002,23357980728.149414,2.656445264816284,6.436601638793945,5.505613327026367,14.000000834465027,53,0.95,1508.166259765625,2.1525282859802246,70.94344418670495,33.22861870644156,0.12334236242876934,0.2747704329604078,0.729466438293457,0.346039354801178,0.1375379115343094,-0.08399944007396698,1.1525284051895142,4,30.000001788139343,7436.874944296828,3.154115562388199,1.3027596473693848,0.21199825406074524,0.16273013559241387,1537941217.4224854,-4.724191665649414,25.80121612548828,5.8631696701049805,2.0000001192092896,112,0.95,468.99346923828125,1.026481032371521,121.8561994861737,57.193114459389804,0.022828934268841198,0.12023198185908167,0.015948044136166573,0.05092538520693779,0.020636284723877907,-0.02203819528222084,0.02648109756410122,4,30.000001788139343,37.331682880344225,3.0478980311500576
scan_point_17,17,2.7360074520111084,0.8523975610733032,0.3115479676222177,4550907611.846924,-0.8633358478546143,2.1894235610961914,5.819920063018799,6.000000357627869,80,0.95,984.962646484375,1.0970622301101685,67.67576670935793,32.954852883717635,-0.11294109296683605,0.14905303192664174,0.08227794617414474,0.13048885762691498,0.021805711090564728,-0.025023534893989563,0.0970621407032013,5,30.000001788139343,418.1809756277074,2.968926593770721,5.107071399688721,6.368383884429932,1.2469737323073433,31241472244.26269,2.406440019607544,4.813811779022217,5.376007080078125,16.000000953674316,26,0.95,1838.545654296875,2.554943561553955,54.700790191672894,31.710769021783243,0.028684069764952615,0.2858951725101985,0.8871148824691772,0.3960218131542206,0.11002625524997711,-0.08386324346065521,1.5549434423446655,4,30.000001788139343,15551.365682716287,3.1303567871250118,1.2621067762374878,0.20518982410430908,0.16257723036398544,1502716422.0809937,-4.657587051391602,25.360322952270508,5.86337947845459,3.0000001788139343,108,0.95,454.35845947265625,1.0264313220977783,124.14576927857821,58.97552094250856,0.007527912680347523,0.11946063558766086,0.013766204938292503,0.06038375198841095,0.023989489302039146,-0.01832696422934532,0.026431357488036156,5,30.000001788139343,38.242349135067876,3.042430783198713
scan_point_18,18,2.9052515029907227,0.917121946811676,0.31567729880444867,5015134334.564209,-0.8122479915618896,2.0609636306762695,5.818577766418457,6.000000357627869,77,0.95,1045.8905029296875,1.0996520519256592,65.83267028929826,38.543817532622825,-0.029773012855599034,0.24022330639321454,0.0767144039273262,0.14400629699230194,0.04364876076579094,0.012301096692681313,0.09965215623378754,5,30.000001788139343,460.74257977812,3.005928602064717,5.903608322143555,7.432218551635742,1.2589281243063837,31142292022.705074,2.051206588745117,2.956578254699707,5.333548069000244,20.000001192092896,10,0.95,2125.299072265625,2.584900140762329,54.79863657906155,27.888543274947683,0.3004342042298946,0.4694010718747688,0.9176456332206726,0.3405469059944153,0.03591284155845642,-0.20800979435443878,1.58489990234375,3,30.000001788139343,21155.440960526947,3.082927357133582,1.3377901315689087,0.21749451756477356,0.16257745698101717,1725410461.4257812,-4.626188278198242,25.424100875854492,5.863384246826172,2.0000001192092896,105,0.95,481.60443115234375,1.0264314413070679,116.79622961859116,63.60182072287497,0.005322126478448379,0.1191341697339615,0.012049556709825993,0.04456419497728348,0.01791105978190899,0.0004816486034542322,0.026431430131196976,4,30.000001788139343,37.77501469695258,3.0562896419842596
scan_point_19,19,2.7646732330322266,0.8749139904975891,0.3164619890857787,5249991416.931152,-0.7322329878807068,2.4335765838623047,5.818333625793457,10.000000596046448,75,0.95,995.2823486328125,1.10014808177948,57.894141867905915,24.993005285112826,-0.10127725517874761,0.34571115302864924,0.02451150491833687,0.22974349558353424,0.043330155313014984,0.024088311940431595,0.10014817863702774,7,26.000001549720764,416.3897075888793,3.1210782606696776,5.719192028045654,5.860673427581787,1.024738004746534,25144777297.973633,1.6736935377120972,1.779526710510254,5.469768047332764,19.00000113248825,16,0.95,2058.9091796875,2.0500881671905518,52.60701079231105,45.68245206392399,0.011635814656218296,0.7584536775570244,0.5424166321754456,0.41150718927383423,0.3583391010761261,-0.05103185027837753,1.0500880479812622,4,30.000001788139343,16035.719922679904,3.061096207865833,1.3114179372787476,0.21686848998069763,0.16536947056764353,1732262730.5984497,-4.3215508460998535,23.2659912109375,5.863053798675537,2.0000001192092896,104,0.95,472.1104736328125,1.0273470878601074,112.17265975565593,54.323086419744925,0.05620417067058802,0.13764716713165215,0.018660830333828926,0.058611705899238586,0.012858985923230648,0.0067252242006361485,0.027347061783075333,4,30.000001788139343,35.7064000208735,3.0553858889319545
