2theta Intensity
5.952139160268129503e-01 3.920390605926513672e+00
6.015387680369312928e-01 3.720395326614379883e+00
6.078636200470497464e-01 3.718663930892944336e+00
6.141884720571680889e-01 3.556587696075439453e+00
6.205133240672864314e-01 3.556587696075439453e+00
6.268381760774048850e-01 3.556587696075439453e+00
6.331630280875232275e-01 3.556587696075439453e+00
6.394878800976415700e-01 3.576292753219604492e+00
6.458127321077600236e-01 3.635721921920776367e+00
6.521375841178783661e-01 3.635721921920776367e+00
6.584624361279967086e-01 3.635721921920776367e+00
6.647872881381151622e-01 3.635721921920776367e+00
6.711121401482335047e-01 3.635721921920776367e+00
6.774369921583518472e-01 3.575087785720825195e+00
6.837618441684703008e-01 3.654947280883789062e+00
6.900866961785886433e-01 3.269117832183837891e+00
6.964115481887069858e-01 3.064097881317138672e+00
7.027364001988254394e-01 2.966433763504028320e+00
7.090612522089437819e-01 2.947162628173828125e+00
7.153861042190621244e-01 2.947162628173828125e+00
7.217109562291805780e-01 2.947162628173828125e+00
7.280358082392989205e-01 2.951491355895996094e+00
7.343606602494172630e-01 3.028101921081542969e+00
7.406855122595356056e-01 3.137050628662109375e+00
7.470103642696540591e-01 3.137050628662109375e+00
7.533352162797724016e-01 3.137050628662109375e+00
7.596600682898907442e-01 3.108247995376586914e+00
7.659849203000091977e-01 2.987229585647583008e+00
7.723097723101275403e-01 2.867748260498046875e+00
7.786346243202458828e-01 2.867748260498046875e+00
7.849594763303642253e-01 2.848588943481445312e+00
7.912843283404826789e-01 2.825179338455200195e+00
7.976091803506010214e-01 3.056594610214233398e+00
8.039340323607193639e-01 3.135986089706420898e+00
8.102588843708378175e-01 3.311014175415039062e+00
8.165837363809561600e-01 3.049745082855224609e+00
8.229085883910745025e-01 3.038078069686889648e+00
8.292334404011929561e-01 3.048170804977416992e+00
8.355582924113112986e-01 3.048170804977416992e+00
8.418831444214296411e-01 3.048170804977416992e+00
8.482079964315480947e-01 3.096172571182250977e+00
8.545328484416664372e-01 3.354320287704467773e+00
8.608577004517847797e-01 3.480820655822753906e+00
8.671825524619032333e-01 3.431168317794799805e+00
8.735074044720215758e-01 3.269122600555419922e+00
8.798322564821399183e-01 3.349981784820556641e+00
8.861571084922583719e-01 3.367976427078247070e+00
8.924819605023767144e-01 3.562133073806762695e+00
8.988068125124950569e-01 3.826834917068481445e+00
9.051316645226135105e-01 3.826834917068481445e+00
9.114565165327318530e-01 3.931598186492919922e+00
9.177813685428501955e-01 3.988145112991333008e+00
9.241062205529686491e-01 3.854794740676879883e+00
9.304310725630869916e-01 3.767186641693115234e+00
9.367559245732053341e-01 3.647280216217041016e+00
9.430807765833237877e-01 3.667465686798095703e+00
9.494056285934421302e-01 3.784857273101806641e+00
9.557304806035604727e-01 3.784857273101806641e+00
9.620553326136789263e-01 3.784857273101806641e+00
9.683801846237972688e-01 3.784857273101806641e+00
9.747050366339156113e-01 3.994666337966918945e+00
9.810298886440340649e-01 3.884325265884399414e+00
9.873547406541524074e-01 3.809899806976318359e+00
9.936795926642707499e-01 3.769514083862304688e+00
1.000004444674389203e+00 3.721547842025756836e+00
1.006329296684507657e+00 3.718931436538696289e+00
1.012654148694625889e+00 3.742159128189086914e+00
1.018979000704744342e+00 3.770219802856445312e+00
1.025303852714862796e+00 3.742445468902587891e+00
1.031628704724981027e+00 3.756437063217163086e+00
1.037953556735099481e+00 3.752388238906860352e+00
1.044278408745217712e+00 3.752388238906860352e+00
1.050603260755336166e+00 3.755763769149780273e+00
1.056928112765454619e+00 3.876568794250488281e+00
1.063252964775572851e+00 3.921422719955444336e+00
1.069577816785691304e+00 3.893768310546875000e+00
1.075902668795809758e+00 3.803857326507568359e+00
1.082227520805927989e+00 3.699135541915893555e+00
1.088552372816046443e+00 3.759397268295288086e+00
1.094877224826164896e+00 3.951118230819702148e+00
1.101202076836283350e+00 4.085906982421875000e+00
1.107526928846401582e+00 4.179139137268066406e+00
1.113851780856519813e+00 4.265016078948974609e+00
1.120176632866638489e+00 4.240793228149414062e+00
1.126501484876756720e+00 4.211042404174804688e+00
1.132826336886874952e+00 4.179442405700683594e+00
1.139151188896993627e+00 4.165236473083496094e+00
1.145476040907111859e+00 4.121779918670654297e+00
1.151800892917230090e+00 3.969480514526367188e+00
1.158125744927348766e+00 3.808529615402221680e+00
1.164450596937466997e+00 3.693760156631469727e+00
1.170775448947585229e+00 3.741025447845458984e+00
1.177100300957703682e+00 3.781988382339477539e+00
1.183425152967822136e+00 3.796777009963989258e+00
1.189750004977940367e+00 4.101127147674560547e+00
1.196074856988058821e+00 4.175324916839599609e+00
1.202399708998177275e+00 3.915041208267211914e+00
1.208724561008295506e+00 3.874507665634155273e+00
1.215049413018413960e+00 3.759850263595581055e+00
1.221374265028532413e+00 3.758676528930664062e+00
1.227699117038650645e+00 3.757972240447998047e+00
1.234023969048769098e+00 3.732623338699340820e+00
1.240348821058887552e+00 3.602450609207153320e+00
1.246673673069005783e+00 3.562697649002075195e+00
1.252998525079124237e+00 3.600754976272583008e+00
1.259323377089242690e+00 3.710716485977172852e+00
1.265648229099360922e+00 3.917160034179687500e+00
1.271973081109479375e+00 3.919285774230957031e+00
1.278297933119597829e+00 3.976116895675659180e+00
1.284622785129716060e+00 4.042716503143310547e+00
1.290947637139834514e+00 4.071281909942626953e+00
1.297272489149952968e+00 4.105862617492675781e+00
1.303597341160071199e+00 4.022896289825439453e+00
1.309922193170189653e+00 3.996034383773803711e+00
1.316247045180308106e+00 3.954566478729248047e+00
1.322571897190426338e+00 3.799733161926269531e+00
1.328896749200544791e+00 3.746010303497314453e+00
1.335221601210663245e+00 3.776179075241088867e+00
1.341546453220781476e+00 3.809885263442993164e+00
1.347871305230899930e+00 3.755684852600097656e+00
1.354196157241018383e+00 3.579828500747680664e+00
1.360521009251136615e+00 3.568960189819335938e+00
1.366845861261255068e+00 3.461837291717529297e+00
1.373170713271373522e+00 3.488111019134521484e+00
1.379495565281491753e+00 3.564607143402099609e+00
1.385820417291610207e+00 3.573622703552246094e+00
1.392145269301728661e+00 3.534337759017944336e+00
1.398470121311846892e+00 3.649821996688842773e+00
1.404794973321965346e+00 3.562718391418457031e+00
1.411119825332083799e+00 3.433821439743041992e+00
1.417444677342202031e+00 3.329790830612182617e+00
1.423769529352320484e+00 3.348928451538085938e+00
1.430094381362438938e+00 3.277485847473144531e+00
1.436419233372557169e+00 3.277485847473144531e+00
1.442744085382675623e+00 3.277229785919189453e+00
1.449068937392794076e+00 3.123383283615112305e+00
1.455393789402912308e+00 3.151905059814453125e+00
1.461718641413030761e+00 3.229974985122680664e+00
1.468043493423149215e+00 3.183649301528930664e+00
1.474368345433267447e+00 3.219186305999755859e+00
1.480693197443385900e+00 3.219047784805297852e+00
1.487018049453504354e+00 3.083000659942626953e+00
1.493342901463622585e+00 3.043962478637695312e+00
1.499667753473741039e+00 3.020777702331542969e+00
1.505992605483859492e+00 3.062475442886352539e+00
1.512317457493977724e+00 3.024012804031372070e+00
1.518642309504096177e+00 3.007113456726074219e+00
1.524967161514214631e+00 2.927118539810180664e+00
1.531292013524332862e+00 2.852895498275756836e+00
1.537616865534451316e+00 2.964879751205444336e+00
1.543941717544569769e+00 2.879474639892578125e+00
1.550266569554688001e+00 2.869720935821533203e+00
1.556591421564806454e+00 2.870839357376098633e+00
1.562916273574924908e+00 2.851745843887329102e+00
1.569241125585043140e+00 2.865542173385620117e+00
1.575565977595161593e+00 2.891810178756713867e+00
1.581890829605280047e+00 2.850514411926269531e+00
1.588215681615398278e+00 2.875858306884765625e+00
1.594540533625516732e+00 3.045895338058471680e+00
1.600865385635635185e+00 3.106442689895629883e+00
1.607190237645753417e+00 3.091440439224243164e+00
1.613515089655871648e+00 3.074817895889282227e+00
1.619839941665990324e+00 3.139548540115356445e+00
1.626164793676108555e+00 3.170281887054443359e+00
1.632489645686226787e+00 3.169504165649414062e+00
1.638814497696345462e+00 3.185221195220947266e+00
1.645139349706463694e+00 3.254421234130859375e+00
1.651464201716581925e+00 3.276336669921875000e+00
1.657789053726700601e+00 3.296647071838378906e+00
1.664113905736818833e+00 3.352212429046630859e+00
1.670438757746937064e+00 3.467509031295776367e+00
1.676763609757055740e+00 3.469184637069702148e+00
1.683088461767173971e+00 3.544104576110839844e+00
1.689413313777292203e+00 3.593956232070922852e+00
1.695738165787410878e+00 3.587835550308227539e+00
1.702063017797529110e+00 3.580544471740722656e+00
1.708387869807647341e+00 3.630948066711425781e+00
1.714712721817766017e+00 3.531547069549560547e+00
1.721037573827884248e+00 3.476343631744384766e+00
1.727362425838002480e+00 3.447665929794311523e+00
1.733687277848121155e+00 3.470517635345458984e+00
1.740012129858239387e+00 3.489597320556640625e+00
1.746336981868357618e+00 3.494614124298095703e+00
1.752661833878476294e+00 3.566040515899658203e+00
1.758986685888594526e+00 3.497501134872436523e+00
1.765311537898712757e+00 3.499778985977172852e+00
1.771636389908831433e+00 3.505669832229614258e+00
1.777961241918949664e+00 3.502342700958251953e+00
1.784286093929067896e+00 3.430981159210205078e+00
1.790610945939186571e+00 3.309063673019409180e+00
1.796935797949304803e+00 3.205489158630371094e+00
1.803260649959423034e+00 3.188139200210571289e+00
1.809585501969541710e+00 3.194782018661499023e+00
1.815910353979659941e+00 3.185590505599975586e+00
