2theta Intensity
5.952139160268129503e-01 2.761678695678710938e+00
6.015387680369312928e-01 2.433653593063354492e+00
6.078636200470497464e-01 2.442248821258544922e+00
6.141884720571680889e-01 3.246891498565673828e+00
6.205133240672864314e-01 3.246891498565673828e+00
6.268381760774048850e-01 3.246891498565673828e+00
6.331630280875232275e-01 3.246891498565673828e+00
6.394878800976415700e-01 3.280302524566650391e+00
6.458127321077600236e-01 3.381067752838134766e+00
6.521375841178783661e-01 3.381067752838134766e+00
6.584624361279967086e-01 3.381067752838134766e+00
6.647872881381151622e-01 3.381067752838134766e+00
6.711121401482335047e-01 3.381067752838134766e+00
6.774369921583518472e-01 3.632034778594970703e+00
6.837618441684703008e-01 3.553958415985107422e+00
6.900866961785886433e-01 3.420425653457641602e+00
6.964115481887069858e-01 3.305024147033691406e+00
7.027364001988254394e-01 3.652291059494018555e+00
7.090612522089437819e-01 4.370861530303955078e+00
7.153861042190621244e-01 4.370861530303955078e+00
7.217109562291805780e-01 4.370861530303955078e+00
7.280358082392989205e-01 4.347165107727050781e+00
7.343606602494172630e-01 4.177125930786132812e+00
7.406855122595356056e-01 4.112226009368896484e+00
7.470103642696540591e-01 4.112226009368896484e+00
7.533352162797724016e-01 4.112226009368896484e+00
7.596600682898907442e-01 4.109451293945312500e+00
7.659849203000091977e-01 4.072989940643310547e+00
7.723097723101275403e-01 4.017660617828369141e+00
7.786346243202458828e-01 4.017660617828369141e+00
7.849594763303642253e-01 3.745129823684692383e+00
7.912843283404826789e-01 3.696853160858154297e+00
7.976091803506010214e-01 4.158538818359375000e+00
8.039340323607193639e-01 4.265666484832763672e+00
8.102588843708378175e-01 4.143921852111816406e+00
8.165837363809561600e-01 4.139595508575439453e+00
8.229085883910745025e-01 4.023668289184570312e+00
8.292334404011929561e-01 3.994665861129760742e+00
8.355582924113112986e-01 3.994665861129760742e+00
8.418831444214296411e-01 3.994665861129760742e+00
8.482079964315480947e-01 3.916270732879638672e+00
8.545328484416664372e-01 3.833180665969848633e+00
8.608577004517847797e-01 3.786483287811279297e+00
8.671825524619032333e-01 3.766683816909790039e+00
8.735074044720215758e-01 3.767243862152099609e+00
8.798322564821399183e-01 3.830303668975830078e+00
8.861571084922583719e-01 3.870546579360961914e+00
8.924819605023767144e-01 3.693864583969116211e+00
8.988068125124950569e-01 3.641268014907836914e+00
9.051316645226135105e-01 3.641268014907836914e+00
9.114565165327318530e-01 3.460968494415283203e+00
9.177813685428501955e-01 3.286148786544799805e+00
9.241062205529686491e-01 3.223968744277954102e+00
9.304310725630869916e-01 3.009666919708251953e+00
9.367559245732053341e-01 2.969760417938232422e+00
9.430807765833237877e-01 2.983041048049926758e+00
9.494056285934421302e-01 3.070550441741943359e+00
9.557304806035604727e-01 3.070550441741943359e+00
9.620553326136789263e-01 3.070550441741943359e+00
9.683801846237972688e-01 3.070550441741943359e+00
9.747050366339156113e-01 3.086393356323242188e+00
9.810298886440340649e-01 3.047139883041381836e+00
9.873547406541524074e-01 3.018870115280151367e+00
9.936795926642707499e-01 3.045848846435546875e+00
1.000004444674389203e+00 3.107281684875488281e+00
1.006329296684507657e+00 3.250406503677368164e+00
1.012654148694625889e+00 3.227778196334838867e+00
1.018979000704744342e+00 3.198523044586181641e+00
1.025303852714862796e+00 3.184348821640014648e+00
1.031628704724981027e+00 3.211196899414062500e+00
1.037953556735099481e+00 3.218904256820678711e+00
1.044278408745217712e+00 3.218904256820678711e+00
1.050603260755336166e+00 3.215471267700195312e+00
1.056928112765454619e+00 3.282308578491210938e+00
1.063252964775572851e+00 3.402099609375000000e+00
1.069577816785691304e+00 3.661243915557861328e+00
1.075902668795809758e+00 3.625274658203125000e+00
1.082227520805927989e+00 3.614979505538940430e+00
1.088552372816046443e+00 3.625089883804321289e+00
1.094877224826164896e+00 3.570526838302612305e+00
1.101202076836283350e+00 3.441827774047851562e+00
1.107526928846401582e+00 3.355841159820556641e+00
1.113851780856519813e+00 3.368427515029907227e+00
1.120176632866638489e+00 3.364893436431884766e+00
1.126501484876756720e+00 3.351047515869140625e+00
1.132826336886874952e+00 3.289909362792968750e+00
1.139151188896993627e+00 3.251887321472167969e+00
1.145476040907111859e+00 3.339947700500488281e+00
1.151800892917230090e+00 3.463369131088256836e+00
1.158125744927348766e+00 3.427810907363891602e+00
1.164450596937466997e+00 3.525881767272949219e+00
1.170775448947585229e+00 3.453514099121093750e+00
1.177100300957703682e+00 3.370438814163208008e+00
1.183425152967822136e+00 3.406699895858764648e+00
1.189750004977940367e+00 3.607595682144165039e+00
1.196074856988058821e+00 3.634136915206909180e+00
1.202399708998177275e+00 3.551769256591796875e+00
1.208724561008295506e+00 3.662628173828125000e+00
1.215049413018413960e+00 3.739114284515380859e+00
1.221374265028532413e+00 3.738978385925292969e+00
1.227699117038650645e+00 3.736420392990112305e+00
1.234023969048769098e+00 3.669751167297363281e+00
1.240348821058887552e+00 3.507509469985961914e+00
