Two Theta (degrees),Intensity
0.49810044231036454,2.0860045
0.5356053990953532,1.687972
0.5731103558803419,1.7325966
0.6106153126653305,2.1790392
0.6481202694503192,2.2798848
0.6856252262353079,2.151727
0.7231301830202966,1.8876492
0.7606351398052853,1.8106582
0.798140096590274,1.9634435
0.8356450533752626,1.9704319
0.8731500101602513,2.1014602
0.91065496694524,2.203348
0.9481599237302286,2.2731502
0.9856648805152174,2.239798
1.023169837300206,2.0899284
1.0606747940851946,2.1567073
1.0981797508701834,2.1107407
1.135684707655172,1.9825604
1.1731896644401607,1.905692
1.2106946212251493,1.7916312
1.248199578010138,2.029804
1.2857045347951266,2.2011616
1.3232094915801154,2.054399
1.3607144483651041,2.1266716
1.3982194051500927,2.1713703
1.4357243619350815,2.0434544
1.47322931872007,1.7939641
1.510734275505059,1.751185
1.5482392322900473,1.7580583
1.5857441890750363,1.7600509
1.6232491458600247,1.9154764
1.6607541026450137,1.9918866
1.698259059430002,2.1598454
1.735764016214991,2.158874
1.7732689729999793,2.7793734
1.8107739297849683,5.107894
1.8482788865699566,7.680073
1.8857838433549456,9.632763
1.923288800139934,11.343594
1.960793756924923,12.952019
1.9982987137099113,14.194311
2.0358036704949,15.556125
2.073308627279889,17.266027
2.1108135840648776,19.068544
2.148318540849866,20.383635
2.1858234976348547,21.855173
2.2233284544198435,23.992496
2.2608334112048323,25.89123
2.298338367989821,27.568356
2.33584332477481,29.242645
2.3733482815597986,30.335037
2.410853238344787,31.617176
2.4483581951297757,33.015068
2.4858631519147645,33.98709
2.5233681086997533,34.66965
2.5608730654847416,35.788776
2.5983780222697304,37.66744
2.635882979054719,38.872562
2.673387935839708,40.098408
2.7108928926246962,40.660225
2.748397849409685,41.02678
2.785902806194674,41.470936
2.8234077629796626,41.458324
2.860912719764651,41.468845
2.8984176765496397,41.676853
2.935922633334629,41.25715
2.973427590119617,41.18153
3.010932546904606,41.164516
3.0484375036895943,41.237816
3.0859424604745835,41.518543
3.123447417259572,41.24243
3.1609523740445606,41.49286
3.1984573308295494,42.188988
3.235962287614538,42.707653
3.2734672443995265,42.81058
3.3109722011845153,42.872906
3.348477157969504,43.17615
3.385982114754493,43.644497
3.423487071539481,43.96911
3.46099202832447,44.23764
3.4984969851094587,44.641167
3.5360019418944475,44.88022
3.573506898679436,44.55803
3.611011855464424,44.23981
3.648516812249413,44.31995
3.686021769034402,44.675278
3.7235267258193905,45.458256
3.7610316826043793,46.150303
3.7985366393893676,46.22839
3.836041596174357,46.357677
3.873546552959345,47.027027
3.911051509744334,47.154686
3.9485564665293222,47.351658
3.9860614233143115,47.92421
4.0235663800993,48.26356
4.061071336884289,49.070904
4.098576293669278,50.086983
4.136081250454266,50.861675
4.173586207239254,51.32057
4.211091164024244,52.070324
4.248596120809232,52.8547
4.286101077594221,53.268524
4.3236060343792095,53.563747
4.361110991164199,53.739735
4.398615947949187,54.119717
4.436120904734175,54.60295
4.473625861519164,55.27609
4.511130818304153,56.336815
4.548635775089141,57.049847
4.5861407318741305,57.398743
4.623645688659119,58.362934
4.661150645444108,59.56215
4.698655602229096,60.164738
4.736160559014085,60.966606
4.773665515799073,61.881916
4.811170472584062,62.380657
4.848675429369051,62.94009
4.88618038615404,64.59175
4.923685342939028,65.76004
4.961190299724017,66.38551
4.998695256509006,66.98049
5.036200213293994,67.88914
5.073705170078982,68.87224
5.111210126863972,69.24178
5.148715083648961,69.85792
5.186220040433949,70.93903
5.2237249972189375,71.798454
5.261229954003927,72.38816
5.298734910788915,73.00507
5.336239867573903,73.69608
5.373744824358893,74.3289
5.411249781143881,74.50648
5.44875473792887,75.376686
5.486259694713858,76.54343
5.523764651498848,77.02335
5.561269608283836,77.40247
5.598774565068824,78.19476
5.636279521853813,78.604836
5.673784478638802,79.167366
5.71128943542379,80.02231
5.748794392208779,80.68973
5.786299348993768,81.48963
5.823804305778757,82.22435
5.861309262563745,83.136826
5.898814219348734,83.71294
5.936319176133722,84.37686
5.973824132918711,84.90641
6.0113290897037,84.98061
6.048834046488689,85.62368
6.086339003273677,86.499466
6.123843960058666,87.37795
6.161348916843655,87.86208
6.198853873628643,88.1643
6.236358830413631,88.83707
6.2738637871986205,89.13563
6.31136874398361,89.11811
6.348873700768598,89.27055
6.386378657553586,90.23815
6.423883614338576,91.44935
6.461388571123564,91.77436
6.498893527908552,91.873405
6.5363984846935415,91.901596
6.57390344147853,92.493225
6.611408398263519,93.39824
6.648913355048507,93.39129
6.6864183118334966,93.22539
6.723923268618485,93.80116
6.761428225403473,94.53621
6.7989331821884615,94.83475
6.836438138973451,94.97794
6.87394309575844,95.22821
6.911448052543428,95.29247
6.948953009328417,95.41714
6.986457966113406,95.558685
7.023962922898394,95.794876
7.0614678796833825,96.12487
7.098972836468371,96.354515
7.13647779325336,96.038284
7.173982750038348,95.68266
7.211487706823338,95.77246
7.248992663608325,95.42879
7.286497620393314,95.688324
7.3240025771783035,96.126205
7.361507533963291,96.092476
7.39901249074828,96.01671
