2theta Intensity
5.952139160268129503e-01 3.171330213546752930e+00
6.015387680369312928e-01 3.039321899414062500e+00
6.078636200470497464e-01 3.036821365356445312e+00
6.141884720571680889e-01 2.802737951278686523e+00
6.205133240672864314e-01 2.802737951278686523e+00
6.268381760774048850e-01 2.802737951278686523e+00
6.331630280875232275e-01 2.802737951278686523e+00
6.394878800976415700e-01 2.988634824752807617e+00
6.458127321077600236e-01 3.549286127090454102e+00
6.521375841178783661e-01 3.549286127090454102e+00
6.584624361279967086e-01 3.549286127090454102e+00
6.647872881381151622e-01 3.549286127090454102e+00
6.711121401482335047e-01 3.549286127090454102e+00
6.774369921583518472e-01 3.592667341232299805e+00
6.837618441684703008e-01 3.337299585342407227e+00
6.900866961785886433e-01 3.250278472900390625e+00
6.964115481887069858e-01 3.224465608596801758e+00
7.027364001988254394e-01 3.209952354431152344e+00
7.090612522089437819e-01 3.263361454010009766e+00
7.153861042190621244e-01 3.263361454010009766e+00
7.217109562291805780e-01 3.263361454010009766e+00
7.280358082392989205e-01 3.749245166778564453e+00
7.343606602494172630e-01 4.246106147766113281e+00
7.406855122595356056e-01 4.232614517211914062e+00
7.470103642696540591e-01 4.232614517211914062e+00
7.533352162797724016e-01 4.232614517211914062e+00
7.596600682898907442e-01 4.277546882629394531e+00
7.659849203000091977e-01 4.341634750366210938e+00
7.723097723101275403e-01 4.209599018096923828e+00
7.786346243202458828e-01 4.209599018096923828e+00
7.849594763303642253e-01 4.109531879425048828e+00
7.912843283404826789e-01 4.050026416778564453e+00
7.976091803506010214e-01 3.935070276260375977e+00
8.039340323607193639e-01 3.902886390686035156e+00
8.102588843708378175e-01 3.844394207000732422e+00
8.165837363809561600e-01 4.032996654510498047e+00
8.229085883910745025e-01 4.101459980010986328e+00
8.292334404011929561e-01 4.121901988983154297e+00
8.355582924113112986e-01 4.121901988983154297e+00
8.418831444214296411e-01 4.121901988983154297e+00
8.482079964315480947e-01 4.009108543395996094e+00
8.545328484416664372e-01 4.089379787445068359e+00
8.608577004517847797e-01 3.784108638763427734e+00
8.671825524619032333e-01 3.587167263031005859e+00
8.735074044720215758e-01 3.490325450897216797e+00
8.798322564821399183e-01 3.402323484420776367e+00
8.861571084922583719e-01 3.349657773971557617e+00
8.924819605023767144e-01 3.103977680206298828e+00
8.988068125124950569e-01 3.050178050994873047e+00
9.051316645226135105e-01 3.050178050994873047e+00
9.114565165327318530e-01 3.086882829666137695e+00
9.177813685428501955e-01 3.107399463653564453e+00
9.241062205529686491e-01 3.150953769683837891e+00
9.304310725630869916e-01 3.110017061233520508e+00
9.367559245732053341e-01 3.126725435256958008e+00
9.430807765833237877e-01 3.067056179046630859e+00
9.494056285934421302e-01 3.090987205505371094e+00
9.557304806035604727e-01 3.090987205505371094e+00
9.620553326136789263e-01 3.090987205505371094e+00
9.683801846237972688e-01 3.090987205505371094e+00
9.747050366339156113e-01 3.213959217071533203e+00
9.810298886440340649e-01 3.284923791885375977e+00
9.873547406541524074e-01 3.298283338546752930e+00
9.936795926642707499e-01 3.582144737243652344e+00
1.000004444674389203e+00 3.663702964782714844e+00
1.006329296684507657e+00 3.787536621093750000e+00
1.012654148694625889e+00 3.827635526657104492e+00
1.018979000704744342e+00 3.855588912963867188e+00
1.025303852714862796e+00 3.936133384704589844e+00
1.031628704724981027e+00 4.032466888427734375e+00
1.037953556735099481e+00 4.039316177368164062e+00
1.044278408745217712e+00 4.039316177368164062e+00
1.050603260755336166e+00 4.039255619049072266e+00
1.056928112765454619e+00 3.961577892303466797e+00
1.063252964775572851e+00 3.993540525436401367e+00
1.069577816785691304e+00 4.257004261016845703e+00
1.075902668795809758e+00 4.300448894500732422e+00
1.082227520805927989e+00 4.190519809722900391e+00
1.088552372816046443e+00 4.107039928436279297e+00
1.094877224826164896e+00 4.175305843353271484e+00
1.101202076836283350e+00 4.223325252532958984e+00
1.107526928846401582e+00 4.223001956939697266e+00
1.113851780856519813e+00 4.209526062011718750e+00
1.120176632866638489e+00 4.140448570251464844e+00
1.126501484876756720e+00 4.055382728576660156e+00
1.132826336886874952e+00 4.132280826568603516e+00
1.139151188896993627e+00 4.081520080566406250e+00
1.145476040907111859e+00 4.013065338134765625e+00
1.151800892917230090e+00 4.010780334472656250e+00
1.158125744927348766e+00 4.141705989837646484e+00
1.164450596937466997e+00 3.994369745254516602e+00
1.170775448947585229e+00 3.928363800048828125e+00
1.177100300957703682e+00 3.917250394821166992e+00
1.183425152967822136e+00 3.958260774612426758e+00
1.189750004977940367e+00 4.106272697448730469e+00
1.196074856988058821e+00 4.075560569763183594e+00
1.202399708998177275e+00 4.066156387329101562e+00
1.208724561008295506e+00 4.077611446380615234e+00
1.215049413018413960e+00 4.081951618194580078e+00
1.221374265028532413e+00 4.181696414947509766e+00
1.227699117038650645e+00 4.200042247772216797e+00
1.234023969048769098e+00 4.250083923339843750e+00
1.240348821058887552e+00 4.305681228637695312e+00
1.246673673069005783e+00 4.290373802185058594e+00
1.252998525079124237e+00 4.258417129516601562e+00
1.259323377089242690e+00 4.128678798675537109e+00
1.265648229099360922e+00 4.042059898376464844e+00
1.271973081109479375e+00 4.059561252593994141e+00
